Dataset,Model,RMSE,MAE,MAPE,QLIKE
synthetic_rough_long_memory,REGARCH-t,0.285885048188411,0.1672023919433801,72.32659299764993,1.2256910631782378
synthetic_rough_long_memory,"GARCH(1,1)-t",0.316245140630032,0.190552288140052,83.63064852827911,4.0708973051755235
synthetic_rough_long_memory,"GARCH(2,1)-t",0.3162453238408446,0.190552309721293,83.63058368956005,4.070906824625844
synthetic_rough_long_memory,"FIGARCH(1,1)-t",0.316252018119271,0.1905413329969397,83.60815499484201,4.065727303312018
synthetic_rough_long_memory,"GJR-GARCH(1,1)-t",0.3162692708153042,0.1905611837195409,83.63083193115898,4.071917019221475
synthetic_rough_long_memory,"Generalized-GARCH(2,2)-t",0.3163144065147363,0.1905850875306303,83.65933606343816,4.110052181157544
synthetic_rough_long_memory,"GARCH(1,2)-t",0.3163158180826887,0.1905859642600745,83.6598354545663,4.110380887310629
synthetic_rough_long_memory,RGARCH-t,0.3174215047710456,0.2006708592541051,154.59939524650974,-0.8155583506857056
synthetic_rough_long_memory,"EGARCH(2,1)-t",0.3208296854121673,0.1922577475656972,83.87257315009768,4.404161507932438
synthetic_rough_long_memory,"EGARCH(1,1)-t",0.3208688116439319,0.192222145169761,83.74439118501661,4.287078766407768
synthetic_rough_long_memory,"APGARCH/APARCH(2,1)-t",0.3211370402425488,0.1934143416844336,84.88114318500335,4.809297567832803
synthetic_rough_long_memory,"APGARCH/APARCH(1,1)-t",0.3211386021874959,0.1934148791773555,84.88102496033713,4.809438127029982
synthetic_rough_long_memory,"Threshold-GARCH(1,1)-t",0.3271003802489927,0.1962521862394701,85.41040376083785,5.740348266319071
synthetic_rough_long_memory,"ARMA(1,1)-RGARCH-t",0.4235408634606468,0.3036143890266998,255.95683823261356,-0.6269198590564536
